@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute xPos numeric
@attribute yPos numeric
@attribute istSpeed numeric
@attribute istVelX numeric
@attribute istVelY numeric
@attribute istAcc numeric
@attribute size numeric
@attribute elapsedTime numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
561,'2019/05/04 16:55:45:686',281,266,314,4,0,-4,2,0,1821,1,1
562,'2019/05/04 16:55:45:687',281,266,314,4,0,-4,2,0,1821,1,1
563,'2019/05/04 16:55:45:704',282,266,312,2,0,-2,0.666667,0,1839,1,1
564,'2019/05/04 16:55:45:705',282,266,312,2,0,-2,0.666667,0,1839,1,1
565,'2019/05/04 16:55:45:720',283,266,311,1,0,-1,0.333333,0,1855,1,1
566,'2019/05/04 16:55:45:721',283,266,311,1,0,-1,0.333333,0,1855,1,1
567,'2019/05/04 16:55:45:735',284,266,311,0,0,0,0.5,0,1871,1,1
568,'2019/05/04 16:55:45:736',284,266,311,0,0,0,0.5,0,1871,1,1
569,'2019/05/04 16:55:45:754',285,266,311,0,0,0,0,0,1888,1,1
570,'2019/05/04 16:55:45:774',285,266,311,0,0,0,0,0,1888,1,1
571,'2019/05/04 16:55:45:775',286,266,311,0,0,0,0,0,1906,1,1
572,'2019/05/04 16:55:45:776',286,266,311,0,0,0,0,0,1906,1,1
573,'2019/05/04 16:55:45:787',287,266,311,0,0,0,0,0,1922,1,1
574,'2019/05/04 16:55:45:788',287,266,311,0,0,0,0,0,1922,1,1
575,'2019/05/04 16:55:45:802',288,266,311,0,0,0,0,0,1938,1,1
576,'2019/05/04 16:55:45:804',288,266,311,0,0,0,0,0,1938,1,1
577,'2019/05/04 16:55:45:820',289,266,311,0,0,0,0,0,1955,1,1
578,'2019/05/04 16:55:45:821',289,266,311,0,0,0,0,0,1955,1,1
579,'2019/05/04 16:55:45:837',290,268,311,2,2,0,1,0,1972,1,1
580,'2019/05/04 16:55:45:838',290,268,311,2,2,0,1,0,1972,1,1
581,'2019/05/04 16:55:45:855',291,278,313,12,11.766968,2.353394,5,0,1991,1,1
582,'2019/05/04 16:55:45:856',291,278,313,12,11.766968,2.353394,5,0,1991,1,1
583,'2019/05/04 16:55:45:872',292,308,316,33,32.836227,3.283623,10.5,0,2008,1,1
584,'2019/05/04 16:55:45:873',292,308,316,33,32.836227,3.283623,10.5,0,2008,1,1
585,'2019/05/04 16:55:45:915',293,323,318,17,16.850874,2.246783,5.333333,0,2050,1,1
586,'2019/05/04 16:55:45:916',293,323,318,17,16.850874,2.246783,5.333333,0,2050,1,1
587,'2019/05/04 16:55:45:922',294,374,324,57,56.609585,6.659951,1.37931,0,2057,1,1
588,'2019/05/04 16:55:45:923',294,374,324,57,56.609585,6.659951,1.37931,0,2057,1,1
589,'2019/05/04 16:55:45:935',295,374,324,0,0,0,28.5,0,2071,1,1
590,'2019/05/04 16:55:45:936',295,374,324,0,0,0,28.5,0,2071,1,1
591,'2019/05/04 16:55:45:952',296,485,318,117,116.829453,-6.315105,39,0,2088,1,1
592,'2019/05/04 16:55:45:953',296,485,318,117,116.829453,-6.315105,39,0,2088,1,1
593,'2019/05/04 16:55:45:970',297,508,313,28,27.360937,-5.94803,29.666666,0,2105,1,1
594,'2019/05/04 16:55:45:970',297,508,313,28,27.360937,-5.94803,29.666666,0,2105,1,1
595,'2019/05/04 16:55:45:986',298,531,310,26,25.781612,-3.362819,0.666667,0,2121,1,1
596,'2019/05/04 16:55:45:986',298,531,310,26,25.781612,-3.362819,0.666667,0,2121,1,1
597,'2019/05/04 16:55:46:003',299,538,309,8,7.919596,-1.131371,4.5,0,2138,1,1
598,'2019/05/04 16:55:46:003',299,538,309,8,7.919596,-1.131371,4.5,0,2138,1,1
599,'2019/05/04 16:55:46:019',300,540,309,2,2,0,2,0,2154,1,1
600,'2019/05/04 16:55:46:019',300,540,309,2,2,0,2,0,2154,1,1
601,'2019/05/04 16:55:46:036',301,540,309,0,0,0,0.666667,0,2171,1,1
602,'2019/05/04 16:55:46:036',301,540,309,0,0,0,0.666667,0,2171,1,1
603,'2019/05/04 16:55:46:052',302,540,309,0,0,0,0,0,2187,1,1
604,'2019/05/04 16:55:46:052',302,540,309,0,0,0,0,0,2187,1,1
605,'2019/05/04 16:55:46:069',303,540,309,0,0,0,0,0,2204,1,1
606,'2019/05/04 16:55:46:070',303,540,309,0,0,0,0,0,2204,1,1
607,'2019/05/04 16:55:46:086',304,540,309,0,0,0,0,0,2221,1,1
608,'2019/05/04 16:55:46:086',304,540,309,0,0,0,0,0,2221,1,1
609,'2019/05/04 16:55:46:103',305,540,309,0,0,0,0,0,2239,1,1
610,'2019/05/04 16:55:46:104',305,540,309,0,0,0,0,0,2239,1,1
611,'2019/05/04 16:55:46:119',306,540,309,0,0,0,0,0,2255,1,1
612,'2019/05/04 16:55:46:120',306,540,309,0,0,0,0,0,2255,1,1
613,'2019/05/04 16:55:46:142',307,540,309,0,0,0,0,0,2272,1,1
614,'2019/05/04 16:55:46:144',307,540,309,0,0,0,0,0,2272,1,1
615,'2019/05/04 16:55:46:153',308,540,309,0,0,0,0,0,2288,1,1
616,'2019/05/04 16:55:46:153',308,540,309,0,0,0,0,0,2288,1,1
617,'2019/05/04 16:55:46:171',309,540,309,0,0,0,0,0,2306,1,1
618,'2019/05/04 16:55:46:172',309,540,309,0,0,0,0,0,2306,1,1
619,'2019/05/04 16:55:46:187',310,540,309,0,0,0,0,0,2322,1,1
620,'2019/05/04 16:55:46:188',310,540,309,0,0,0,0,0,2322,1,1
621,'2019/05/04 16:55:46:203',311,540,309,0,0,0,0,0,2339,1,1
622,'2019/05/04 16:55:46:204',311,540,309,0,0,0,0,0,2339,1,1
623,'2019/05/04 16:55:46:220',312,540,309,0,0,0,0,0,2356,1,1
624,'2019/05/04 16:55:46:221',312,540,309,0,0,0,0,0,2356,1,1
625,'2019/05/04 16:55:46:238',313,540,309,0,0,0,0,0,2374,1,1
626,'2019/05/04 16:55:46:239',313,540,309,0,0,0,0,0,2374,1,1
627,'2019/05/04 16:55:46:255',314,540,309,0,0,0,0,0,2390,1,1
628,'2019/05/04 16:55:46:256',314,540,309,0,0,0,0,0,2390,1,1
629,'2019/05/04 16:55:47:742',315,270,157,16,15.839191,2.262742,0,0,720,0.972,0.972
630,'2019/05/04 16:55:47:743',315,270,157,16,15.839191,2.262742,0,0,720,0.972,0.972
631,'2019/05/04 16:55:47:758',316,283,158,14,13.958763,1.073751,0,0,737,0.972,0.972
632,'2019/05/04 16:55:47:759',316,283,158,14,13.958763,1.073751,0,0,737,0.972,0.972
633,'2019/05/04 16:55:47:777',317,324,157,42,41.987514,-1.024086,0,0,754,0.972,0.972
634,'2019/05/04 16:55:47:777',317,324,157,42,41.987514,-1.024086,0,0,754,0.972,0.972
635,'2019/05/04 16:55:47:791',318,357,157,33,33,0,0,0,770,0.972,0.972
636,'2019/05/04 16:55:47:792',318,357,157,33,33,0,0,0,770,0.972,0.972
637,'2019/05/04 16:55:47:811',319,436,154,82,81.940941,-3.111681,0,0,788,0.972,0.972
638,'2019/05/04 16:55:47:812',319,436,154,82,81.940941,-3.111681,0,0,788,0.972,0.972
639,'2019/05/04 16:55:47:829',320,486,153,51,50.989803,-1.019796,31,0,805,0.972,0.972
640,'2019/05/04 16:55:47:829',320,486,153,51,50.989803,-1.019796,31,0,805,0.972,0.972
641,'2019/05/04 16:55:47:842',321,574,151,90,89.976761,-2.044926,39,0,821,0.972,0.972
642,'2019/05/04 16:55:47:843',321,574,151,90,89.976761,-2.044926,39,0,821,0.972,0.972
643,'2019/05/04 16:55:47:859',322,595,151,21,21,0,69,0,838,0.972,0.972
644,'2019/05/04 16:55:47:861',322,595,151,21,21,0,69,0,838,0.972,0.972
645,'2019/05/04 16:55:47:876',323,630,153,37,36.939743,2.110842,0,0,855,0.972,0.972
646,'2019/05/04 16:55:47:877',323,630,153,37,36.939743,2.110842,0,0,855,0.972,0.972
647,'2019/05/04 16:55:47:894',324,637,154,8,7.919596,1.131371,0,0,873,0.972,0.972
648,'2019/05/04 16:55:47:895',324,637,154,8,7.919596,1.131371,0,0,873,0.972,0.972
649,'2019/05/04 16:55:47:911',325,638,155,2,1.414214,1.414214,6,0,890,0.972,0.972
650,'2019/05/04 16:55:47:912',325,638,155,2,1.414214,1.414214,6,0,890,0.972,0.972
651,'2019/05/04 16:55:47:928',326,638,155,0,0,0,2,0,907,0.972,0.972
652,'2019/05/04 16:55:47:929',326,638,155,0,0,0,2,0,907,0.972,0.972
653,'2019/05/04 16:55:47:944',327,638,156,1,0,1,1,0,924,0.972,0.972
654,'2019/05/04 16:55:47:945',327,638,156,1,0,1,1,0,924,0.972,0.972
655,'2019/05/04 16:55:47:962',328,637,163,8,-1.131371,7.919596,7,0,941,0.972,0.972
656,'2019/05/04 16:55:47:963',328,637,163,8,-1.131371,7.919596,7,0,941,0.972,0.972
657,'2019/05/04 16:55:47:979',329,635,171,10,-2.425356,9.701426,0,0,958,0.972,0.972
658,'2019/05/04 16:55:47:980',329,635,171,10,-2.425356,9.701426,0,0,958,0.972,0.972
659,'2019/05/04 16:55:47:995',330,628,209,45,-8.152309,44.255394,0,0,975,0.972,0.972
660,'2019/05/04 16:55:47:996',330,628,209,45,-8.152309,44.255394,0,0,975,0.972,0.972
661,'2019/05/04 16:55:48:011',331,624,240,35,-4.478997,34.712223,10,0,990,0.972,0.972
662,'2019/05/04 16:55:48:012',331,624,240,35,-4.478997,34.712223,10,0,990,0.972,0.972
663,'2019/05/04 16:55:48:028',332,619,309,74,-5.348295,73.806473,39,0,1007,0.972,0.972
664,'2019/05/04 16:55:48:029',332,619,309,74,-5.348295,73.806473,39,0,1007,0.972,0.972
665,'2019/05/04 16:55:48:044',333,619,345,36,0,36,0,0,1023,0.972,0.972
666,'2019/05/04 16:55:48:045',333,619,345,36,0,36,0,0,1023,0.972,0.972
667,'2019/05/04 16:55:48:060',334,619,366,21,0,21,15,0,1040,0.972,0.972
668,'2019/05/04 16:55:48:061',334,619,366,21,0,21,15,0,1040,0.972,0.972
669,'2019/05/04 16:55:48:077',335,619,387,21,0,21,0,0,1056,0.972,0.972
670,'2019/05/04 16:55:48:078',335,619,387,21,0,21,0,0,1056,0.972,0.972
671,'2019/05/04 16:55:48:093',336,619,405,18,0,18,3,0,1072,0.972,0.972
672,'2019/05/04 16:55:48:094',336,619,405,18,0,18,3,0,1072,0.972,0.972
673,'2019/05/04 16:55:48:110',337,619,408,3,0,3,15,0,1090,0.972,0.972
674,'2019/05/04 16:55:48:111',337,619,408,3,0,3,15,0,1090,0.972,0.972
675,'2019/05/04 16:55:48:128',338,619,409,1,0,1,2,0,1107,0.972,0.972
676,'2019/05/04 16:55:48:129',338,619,409,1,0,1,2,0,1107,0.972,0.972
677,'2019/05/04 16:55:48:146',339,619,409,0,0,0,0,0,1125,0.972,0.972
678,'2019/05/04 16:55:48:147',339,619,409,0,0,0,0,0,1125,0.972,0.972
679,'2019/05/04 16:55:48:164',340,619,409,0,0,0,0,0,1142,0.972,0.972
680,'2019/05/04 16:55:48:165',340,619,409,0,0,0,0,0,1142,0.972,0.972
681,'2019/05/04 16:55:48:182',341,619,409,0,0,0,0,0,1161,0.972,0.972
682,'2019/05/04 16:55:48:183',341,619,409,0,0,0,0,0,1161,0.972,0.972
683,'2019/05/04 16:55:48:201',342,619,409,0,0,0,0,0,1180,0.972,0.972
684,'2019/05/04 16:55:48:202',342,619,409,0,0,0,0,0,1180,0.972,0.972
685,'2019/05/04 16:55:48:219',343,614,407,7,-6.499337,-2.599735,7,0,1198,0.972,0.972
686,'2019/05/04 16:55:48:220',343,614,407,7,-6.499337,-2.599735,7,0,1198,0.972,0.972
687,'2019/05/04 16:55:48:235',344,596,403,22,-21.476116,-4.77247,0,0,1215,0.972,0.972
688,'2019/05/04 16:55:48:236',344,596,403,22,-21.476116,-4.77247,0,0,1215,0.972,0.972
689,'2019/05/04 16:55:48:250',345,582,401,16,-15.839191,-2.262742,6,0,1230,0.972,0.972
690,'2019/05/04 16:55:48:251',345,582,401,16,-15.839191,-2.262742,6,0,1230,0.972,0.972
691,'2019/05/04 16:55:48:267',346,547,402,36,-35.985317,1.028152,20,0,1247,0.972,0.972
692,'2019/05/04 16:55:48:268',346,547,402,36,-35.985317,1.028152,20,0,1247,0.972,0.972
693,'2019/05/04 16:55:38:263',347,533,403,15,-14.961881,1.068706,21,0,1264,0.972,0.972
694,'2019/05/04 16:55:48:297',347,533,403,15,-14.961881,1.068706,21,0,1264,0.972,0.972
695,'2019/05/04 16:55:48:301',348,488,411,53,-52.181816,9.276767,38,0,1280,0.972,0.972
696,'2019/05/04 16:55:48:302',348,488,411,53,-52.181816,9.276767,38,0,1280,0.972,0.972
697,'2019/05/04 16:55:48:322',349,468,416,25,-24.253563,6.063391,28,0,1302,0.972,0.972
698,'2019/05/04 16:55:48:323',349,468,416,25,-24.253563,6.063391,28,0,1302,0.972,0.972
699,'2019/05/04 16:55:48:339',350,443,423,32,-30.81485,8.628158,3.5,0,1318,0.972,0.972
700,'2019/05/04 16:55:48:340',350,443,423,32,-30.81485,8.628158,3.5,0,1318,0.972,0.972
701,'2019/05/04 16:55:48:358',351,429,424,15,-14.961881,1.068706,17,0,1337,0.972,0.972
702,'2019/05/04 16:55:48:359',351,429,424,15,-14.961881,1.068706,17,0,1337,0.972,0.972
703,'2019/05/04 16:55:48:376',352,427,424,2,-2,0,13,0,1355,0.972,0.972
704,'2019/05/04 16:55:48:378',352,427,424,2,-2,0,13,0,1355,0.972,0.972
705,'2019/05/04 16:55:48:392',353,427,420,4,0,-4,2,0,1372,0.972,0.972
706,'2019/05/04 16:55:48:393',353,427,420,4,0,-4,2,0,1372,0.972,0.972
707,'2019/05/04 16:55:48:410',354,427,415,5,0,-5,1,0,1390,0.972,0.972
708,'2019/05/04 16:55:48:411',354,427,415,5,0,-5,1,0,1390,0.972,0.972
709,'2019/05/04 16:55:48:427',355,433,390,31,7.234561,-30.144005,26,0,1406,0.972,0.972
710,'2019/05/04 16:55:48:428',355,433,390,31,7.234561,-30.144005,26,0,1406,0.972,0.972
711,'2019/05/04 16:55:48:444',356,437,370,24,4.706787,-23.533936,7,0,1424,0.972,0.972
712,'2019/05/04 16:55:48:445',356,437,370,24,4.706787,-23.533936,7,0,1424,0.972,0.972
713,'2019/05/04 16:55:48:460',357,443,318,58,6.648198,-57.617718,34,0,1440,0.972,0.972
714,'2019/05/04 16:55:48:461',357,443,318,58,6.648198,-57.617718,34,0,1440,0.972,0.972
715,'2019/05/04 16:55:48:476',358,446,266,55,3.167809,-54.908695,3,0,1455,0.972,0.972
716,'2019/05/04 16:55:48:477',358,446,266,55,3.167809,-54.908695,3,0,1455,0.972,0.972
717,'2019/05/04 16:55:48:493',359,447,246,21,1.04869,-20.973799,34,0,1472,0.972,0.972
718,'2019/05/04 16:55:48:494',359,447,246,21,1.04869,-20.973799,34,0,1472,0.972,0.972
719,'2019/05/04 16:55:48:511',360,447,228,18,0,-18,3,0,1491,0.972,0.972
720,'2019/05/04 16:55:48:512',360,447,228,18,0,-18,3,0,1491,0.972,0.972
721,'2019/05/04 16:55:48:528',361,446,212,17,-1.060431,-16.966894,0.5,0,1507,0.972,0.972
722,'2019/05/04 16:55:48:528',361,446,212,17,-1.060431,-16.966894,0.5,0,1507,0.972,0.972
723,'2019/05/04 16:55:48:546',362,444,191,23,-2.180609,-22.896397,6,0,1526,0.972,0.972
724,'2019/05/04 16:55:48:547',362,444,191,23,-2.180609,-22.896397,6,0,1526,0.972,0.972
725,'2019/05/04 16:55:48:564',363,443,181,11,-1.094541,-10.94541,12,0,1544,0.972,0.972
726,'2019/05/04 16:55:48:565',363,443,181,11,-1.094541,-10.94541,12,0,1544,0.972,0.972
727,'2019/05/04 16:55:48:595',364,443,179,2,0,-2,9,0,1574,0.972,0.972
728,'2019/05/04 16:55:48:596',364,443,179,2,0,-2,9,0,1574,0.972,0.972
729,'2019/05/04 16:55:48:601',365,443,178,1,0,-1,0.066667,0,1581,0.972,0.972
730,'2019/05/04 16:55:48:602',365,443,178,1,0,-1,0.066667,0,1581,0.972,0.972
731,'2019/05/04 16:55:48:615',366,443,178,0,0,0,1,0,1595,0.972,0.972
732,'2019/05/04 16:55:48:616',366,443,178,0,0,0,1,0,1595,0.972,0.972
733,'2019/05/04 16:55:48:631',367,443,178,0,0,0,0,0,1611,0.972,0.972
734,'2019/05/04 16:55:48:632',367,443,178,0,0,0,0,0,1611,0.972,0.972
735,'2019/05/04 16:55:48:648',368,443,178,0,0,0,0,0,1627,0.972,0.972
736,'2019/05/04 16:55:48:648',368,443,178,0,0,0,0,0,1627,0.972,0.972
737,'2019/05/04 16:55:48:665',369,443,178,0,0,0,0,0,1644,0.972,0.972
738,'2019/05/04 16:55:48:666',369,443,178,0,0,0,0,0,1644,0.972,0.972
739,'2019/05/04 16:55:48:682',370,443,178,0,0,0,0,0,1661,0.972,0.972
740,'2019/05/04 16:55:48:683',370,443,178,0,0,0,0,0,1661,0.972,0.972
741,'2019/05/04 16:55:48:698',371,443,178,0,0,0,0,0,1678,0.972,0.972
742,'2019/05/04 16:55:48:699',371,443,178,0,0,0,0,0,1678,0.972,0.972
743,'2019/05/04 16:55:48:717',372,443,178,0,0,0,0,0,1697,0.972,0.972
744,'2019/05/04 16:55:48:717',372,443,178,0,0,0,0,0,1697,0.972,0.972
745,'2019/05/04 16:55:48:735',373,443,177,1,0,-1,0.5,0,1714,0.972,0.972
746,'2019/05/04 16:55:48:735',373,443,177,1,0,-1,0.5,0,1714,0.972,0.972
747,'2019/05/04 16:55:48:751',374,443,176,1,0,-1,0,0,1731,0.972,0.972
748,'2019/05/04 16:55:48:752',374,443,176,1,0,-1,0,0,1731,0.972,0.972
749,'2019/05/04 16:55:48:767',375,443,172,4,0,-4,1.5,0,1747,0.972,0.972
750,'2019/05/04 16:55:48:768',375,443,172,4,0,-4,1.5,0,1747,0.972,0.972
751,'2019/05/04 16:55:48:784',376,443,169,3,0,-3,1,0,1764,0.972,0.972
752,'2019/05/04 16:55:48:785',376,443,169,3,0,-3,1,0,1764,0.972,0.972
753,'2019/05/04 16:55:48:800',377,441,161,10,-2.425356,-9.701426,3.5,0,1780,0.972,0.972
754,'2019/05/04 16:55:48:801',377,441,161,10,-2.425356,-9.701426,3.5,0,1780,0.972,0.972
755,'2019/05/04 16:55:48:817',378,441,156,5,0,-5,2.5,0,1797,0.972,0.972
756,'2019/05/04 16:55:48:818',378,441,156,5,0,-5,2.5,0,1797,0.972,0.972
757,'2019/05/04 16:55:48:835',379,440,148,9,-1.116313,-8.930501,2,0,1815,0.972,0.972
758,'2019/05/04 16:55:48:836',379,440,148,9,-1.116313,-8.930501,2,0,1815,0.972,0.972
759,'2019/05/04 16:55:48:851',380,439,144,5,-1.212678,-4.850713,2,0,1831,0.972,0.972
760,'2019/05/04 16:55:48:852',380,439,144,5,-1.212678,-4.850713,2,0,1831,0.972,0.972
761,'2019/05/04 16:55:48:867',381,437,136,10,-2.425356,-9.701426,2.5,0,1847,0.972,0.972
762,'2019/05/04 16:55:48:868',381,437,136,10,-2.425356,-9.701426,2.5,0,1847,0.972,0.972
763,'2019/05/04 16:55:48:884',382,436,133,4,-1.264911,-3.794733,3,0,1863,0.972,0.972
764,'2019/05/04 16:55:48:884',382,436,133,4,-1.264911,-3.794733,3,0,1863,0.972,0.972
765,'2019/05/04 16:55:48:901',383,435,129,5,-1.212678,-4.850713,0.5,0,1880,0.972,0.972
766,'2019/05/04 16:55:48:901',383,435,129,5,-1.212678,-4.850713,0.5,0,1880,0.972,0.972
767,'2019/05/04 16:55:48:917',384,434,128,2,-1.414214,-1.414214,1.5,0,1897,0.972,0.972
768,'2019/05/04 16:55:48:918',384,434,128,2,-1.414214,-1.414214,1.5,0,1897,0.972,0.972
769,'2019/05/04 16:55:48:934',385,434,127,1,0,-1,0.5,0,1913,0.972,0.972
770,'2019/05/04 16:55:48:934',385,434,127,1,0,-1,0.5,0,1913,0.972,0.972
771,'2019/05/04 16:55:48:951',386,434,127,0,0,0,0.5,0,1930,0.972,0.972
772,'2019/05/04 16:55:48:951',386,434,127,0,0,0,0.5,0,1930,0.972,0.972
773,'2019/05/04 16:55:48:968',387,434,127,0,0,0,0,0,1947,0.972,0.972
774,'2019/05/04 16:55:48:968',387,434,127,0,0,0,0,0,1947,0.972,0.972
775,'2019/05/04 16:55:48:984',388,434,127,0,0,0,0,0,1963,0.972,0.972
776,'2019/05/04 16:55:48:984',388,434,127,0,0,0,0,0,1963,0.972,0.972
777,'2019/05/04 16:55:49:001',389,434,127,0,0,0,0,0,1980,0.972,0.972
778,'2019/05/04 16:55:49:001',389,434,127,0,0,0,0,0,1980,0.972,0.972
779,'2019/05/04 16:55:49:018',390,434,127,0,0,0,0,0,1997,0.972,0.972
780,'2019/05/04 16:55:49:019',390,434,127,0,0,0,0,0,1997,0.972,0.972
781,'2019/05/04 16:55:49:034',391,434,127,0,0,0,0,0,2014,0.972,0.972
782,'2019/05/04 16:55:49:035',391,434,127,0,0,0,0,0,2014,0.972,0.972
783,'2019/05/04 16:55:49:051',392,434,127,0,0,0,0,0,2031,0.972,0.972
784,'2019/05/04 16:55:49:052',392,434,127,0,0,0,0,0,2031,0.972,0.972
785,'2019/05/04 16:55:49:067',393,432,127,2,-2,0,1,0,2047,0.972,0.972
786,'2019/05/04 16:55:49:068',393,432,127,2,-2,0,1,0,2047,0.972,0.972
787,'2019/05/04 16:55:49:084',394,430,127,2,-2,0,0,0,2063,0.972,0.972
788,'2019/05/04 16:55:49:084',394,430,127,2,-2,0,0,0,2063,0.972,0.972
789,'2019/05/04 16:55:49:100',395,426,127,4,-4,0,2,0,2079,0.972,0.972
790,'2019/05/04 16:55:49:100',395,426,127,4,-4,0,2,0,2079,0.972,0.972
791,'2019/05/04 16:55:49:117',396,424,127,2,-2,0,1,0,2097,0.972,0.972
792,'2019/05/04 16:55:49:118',396,424,127,2,-2,0,1,0,2097,0.972,0.972
793,'2019/05/04 16:55:49:133',397,417,127,7,-7,0,2.5,0,2113,0.972,0.972
794,'2019/05/04 16:55:49:134',397,417,127,7,-7,0,2.5,0,2113,0.972,0.972
795,'2019/05/04 16:55:49:150',398,412,128,6,-5.883484,1.176697,0.5,0,2130,0.972,0.972
796,'2019/05/04 16:55:49:151',398,412,128,6,-5.883484,1.176697,0.5,0,2130,0.972,0.972
797,'2019/05/04 16:55:49:168',399,403,131,12,-11.3842,3.794733,3,0,2147,0.972,0.972
798,'2019/05/04 16:55:49:168',399,403,131,12,-11.3842,3.794733,3,0,2147,0.972,0.972
799,'2019/05/04 16:55:49:184',400,398,136,10,-7.071068,7.071068,0.666667,0,2163,0.972,0.972
800,'2019/05/04 16:55:49:185',400,398,136,10,-7.071068,7.071068,0.666667,0,2163,0.972,0.972
801,'2019/05/04 16:55:49:202',401,390,152,24,-10.733126,21.466251,7,0,2181,0.972,0.972
802,'2019/05/04 16:55:49:202',401,390,152,24,-10.733126,21.466251,7,0,2181,0.972,0.972
803,'2019/05/04 16:55:49:218',402,388,162,12,-2.353394,11.766968,4,0,2198,0.972,0.972
804,'2019/05/04 16:55:49:219',402,388,162,12,-2.353394,11.766968,4,0,2198,0.972,0.972
805,'2019/05/04 16:55:49:235',403,385,177,18,-3.530091,17.650454,3,0,2215,0.972,0.972
806,'2019/05/04 16:55:49:236',403,385,177,18,-3.530091,17.650454,3,0,2215,0.972,0.972
807,'2019/05/04 16:55:49:252',404,384,181,5,-1.212678,4.850713,6.5,0,2232,0.972,0.972
808,'2019/05/04 16:55:49:253',404,384,181,5,-1.212678,4.850713,6.5,0,2232,0.972,0.972
809,'2019/05/04 16:55:49:269',405,384,189,8,0,8,1.5,0,2249,0.972,0.972
810,'2019/05/04 16:55:49:270',405,384,189,8,0,8,1.5,0,2249,0.972,0.972
811,'2019/05/04 16:55:49:285',406,387,207,21,3.452379,20.714273,6.5,0,2264,0.972,0.972
812,'2019/05/04 16:55:49:285',406,387,207,21,3.452379,20.714273,6.5,0,2264,0.972,0.972
813,'2019/05/04 16:55:49:302',407,393,223,22,7.724716,20.599243,0.333333,0,2281,0.972,0.972
814,'2019/05/04 16:55:49:302',407,393,223,22,7.724716,20.599243,0.333333,0,2281,0.972,0.972
815,'2019/05/04 16:55:49:318',408,407,244,35,19.414507,29.121759,4.333333,0,2298,0.972,0.972
816,'2019/05/04 16:55:49:319',408,407,244,35,19.414507,29.121759,4.333333,0,2298,0.972,0.972
817,'2019/05/04 16:55:49:335',409,424,264,37,23.962992,28.191755,1,0,2315,0.972,0.972
818,'2019/05/04 16:55:49:336',409,424,264,37,23.962992,28.191755,1,0,2315,0.972,0.972
819,'2019/05/04 16:55:49:352',410,449,283,44,35.031136,26.623665,2.333333,0,2331,0.972,0.972
820,'2019/05/04 16:55:49:352',410,449,283,44,35.031136,26.623665,2.333333,0,2331,0.972,0.972
821,'2019/05/04 16:55:49:369',411,455,286,9,8.049845,4.024922,17.5,0,2349,0.972,0.972
822,'2019/05/04 16:55:49:369',411,455,286,9,8.049845,4.024922,17.5,0,2349,0.972,0.972
823,'2019/05/04 16:55:49:385',412,471,283,19,18.674572,-3.501482,3.333333,0,2364,0.972,0.972
824,'2019/05/04 16:55:49:385',412,471,283,19,18.674572,-3.501482,3.333333,0,2364,0.972,0.972
825,'2019/05/04 16:55:49:402',413,481,280,13,12.451741,-3.735523,3,0,2381,0.972,0.972
826,'2019/05/04 16:55:49:402',413,481,280,13,12.451741,-3.735523,3,0,2381,0.972,0.972
827,'2019/05/04 16:55:49:429',414,498,271,26,22.978485,-12.165081,4.333333,0,2398,0.972,0.972
828,'2019/05/04 16:55:49:429',414,498,271,26,22.978485,-12.165081,4.333333,0,2398,0.972,0.972
829,'2019/05/04 16:55:49:434',415,503,267,9,7.027819,-5.622255,8.5,0,2414,0.972,0.972
830,'2019/05/04 16:55:49:434',415,503,267,9,7.027819,-5.622255,8.5,0,2414,0.972,0.972
831,'2019/05/04 16:55:49:450',416,509,255,18,8.049845,-16.099689,3,0,2429,0.972,0.972
832,'2019/05/04 16:55:49:450',416,509,255,18,8.049845,-16.099689,3,0,2429,0.972,0.972
833,'2019/05/04 16:55:49:466',417,509,248,7,0,-7,5.5,0,2446,0.972,0.972
834,'2019/05/04 16:55:49:467',417,509,248,7,0,-7,5.5,0,2446,0.972,0.972
835,'2019/05/04 16:55:49:483',418,508,237,12,-1.086429,-11.950719,1.666667,0,2462,0.972,0.972
836,'2019/05/04 16:55:49:484',418,508,237,12,-1.086429,-11.950719,1.666667,0,2462,0.972,0.972
837,'2019/05/04 16:55:49:499',419,507,235,3,-1.341641,-2.683281,4.5,0,2478,0.972,0.972
838,'2019/05/04 16:55:49:499',419,507,235,3,-1.341641,-2.683281,4.5,0,2478,0.972,0.972
839,'2019/05/04 16:55:49:515',420,505,233,4,-2.828427,-2.828427,0.5,0,2494,0.972,0.972
840,'2019/05/04 16:55:49:516',420,505,233,4,-2.828427,-2.828427,0.5,0,2494,0.972,0.972
841,'2019/05/04 16:55:49:531',421,503,231,4,-2.828427,-2.828427,0,0,2510,0.972,0.972
842,'2019/05/04 16:55:49:531',421,503,231,4,-2.828427,-2.828427,0,0,2510,0.972,0.972
843,'2019/05/04 16:55:49:547',422,503,231,0,0,0,1.333333,0,2526,0.972,0.972
844,'2019/05/04 16:55:49:547',422,503,231,0,0,0,1.333333,0,2526,0.972,0.972
845,'2019/05/04 16:55:49:564',423,499,231,4,-4,0,1.333333,0,2543,0.972,0.972
846,'2019/05/04 16:55:49:564',423,499,231,4,-4,0,1.333333,0,2543,0.972,0.972
